,시,이름,매장명,주소
2987,서울,벤티,마들역점,"서울 노원구 동일로 1533 (상계동, 백산빌딩) 1층 103호"
2988,서울,벤티,마천역점,서울 송파구 마천동 301-9 1층
2989,서울,벤티,마포망원점,서울 마포구 월드컵로 103 (망원동) 1층
2990,서울,벤티,마포프레스티지자이점,서울 마포구 대흥로24길 24 (염리동) 마포프레스티지자이 A동 110호
2991,서울,벤티,망우역점,서울 중랑구 망우동 479 한일씨너스빌리젠시1단지 S1011호
2992,서울,벤티,면목역점,"서울 중랑구 겸재로 190-1 (면목동) 1층, 2층"
2993,서울,벤티,명일역점,서울 강동구 명일동 312-94 1층
2994,서울,벤티,목동역점,"서울 양천구 목동로 210 (목동, 타운빌딩)  "
2995,서울,벤티,목동하이스트점,서울 양천구 목동서로 250 (목동) 1층 우측점포 일부
2996,서울,벤티,문래점,"서울 영등포구 선유로 76 (문래동3가, 동국메뜨리앙) 103호"
2997,서울,벤티,문정점,"서울 송파구 법원로11길 11 (문정동, 문정현대지식산업센터1-1) A동 105호"
2998,서울,벤티,미아사거리역점,"서울 강북구 도봉로 63 (미아동, 행복빌딩)  "
2999,서울,벤티,방학역점,서울 도봉구 도봉로153길 14 (도봉동) 1층
3000,서울,벤티,뱅뱅사거리점,"서울 강남구 강남대로62길 22 (역삼동, 황산빌딩) 1층"
3001,서울,벤티,봉천역점,서울 관악구 봉천동 930-39 1층
3002,서울,벤티,북가좌점,"서울 서대문구 응암로 79 (북가좌동, 문화빌딩) 108호"
3003,서울,벤티,사가정아이파크점,"서울 중랑구 동일로92길 40 (면목동, 사가정 센트럴 아이파크) 1층 102호"
3004,서울,벤티,상계불암점,"서울 노원구 덕릉로 725 (중계동, 보경속셈학원) 105호"
3005,서울,벤티,상계사거리점,"서울 노원구 동일로 1379 (상계동, 다모아빌딩) 107호"
3006,서울,벤티,상암DMC역점,"서울 마포구 성암로 207 (상암동, 상암빌라) 1층"
3007,서울,벤티,서대문역점,서울 서대문구 통일로 147 (냉천동) 1층
3008,서울,벤티,서울군자점,서울 광진구 군자로 141 (군자동) 1층
3009,서울,벤티,서울대입구역점,서울 관악구 남부순환로 1811 (봉천동)  
3010,서울,벤티,서일대점,"서울 중랑구 용마산로 424 (면목동, 신성모약국) 101호"
3011,서울,벤티,석촌역점,"서울 송파구 백제고분로40길 4 (석촌동, 옥당빌딩) 더벤티 석촌역점"
3012,서울,벤티,성대시장점,"서울 동작구 국사봉1길 33 (상도동, 범한빌딩) 1층"
3013,서울,벤티,성수아이에스점,"서울 성동구 성수이로 147 (성수동2가, 아이에스비즈타워)  "
3014,서울,벤티,성수카페거리점,서울 성동구 뚝섬로 385-32 (성수동2가) 1층
3015,서울,벤티,성신여대점,서울 성북구 동소문로22길 6 (동선동1가) 1층
3016,서울,벤티,송파래미안점,서울 송파구 오금로32길 30 (송파동) 1층 103호
3017,서울,벤티,수락산역점,"서울 노원구 동일로 1701 (상계동, 희성오피앙) 1층, 109호"
3018,서울,벤티,수유시장점,서울 강북구 미아동 189-5  
3019,서울,벤티,신당점,서울 중구 퇴계로86길 2 (신당동)  
3020,서울,벤티,신대방삼거리역점,"서울 동작구 상도로 73 (대방동, 보광빌딩) 1층"
3021,서울,벤티,신림녹두거리점,서울 관악구 대학길 35 (신림동)  
3022,서울,벤티,신림점,서울 관악구 신림동 1424-11  
3023,서울,벤티,신방학점,서울 도봉구 방학로 172 (방학동) 1층
3024,서울,벤티,신월사거리점,서울 양천구 신월동 148-4 신월동 리버스타운 102동 101호
3025,서울,벤티,신정네거리역점,서울 양천구 중앙로 247 (신정동) 1층
3026,서울,벤티,신촌점,서울 서대문구 신촌로 125 (창천동)  
3027,서울,벤티,압구정점,"서울 강남구 압구정로 216 (신사동, 코끼리상가)  "
3028,서울,벤티,양재우면점,"서울 서초구 양재천로11길 18 (양재동, 세윤빌딩), 1층  "
3029,서울,벤티,양천구청점,"서울 양천구 목동동로 59 (신정동, 로얄프라자) 로얄프라자 1층 101호"
3030,서울,벤티,양천향교역점,서울 강서구 마곡동 776 대방티엠씨티 2차
3031,서울,벤티,연신내점,서울 은평구 연서로29길 20 (갈현동) 1층
3032,서울,벤티,영등포구청점,"서울 영등포구 당산로31길 16-1 (당산동3가, JUM) 1층"
3033,서울,벤티,영등포역점,"서울 영등포구 영중로 2 (영등포동3가) ,"
3034,서울,벤티,우장산역점,서울 강서구 화곡동 1006  
3035,서울,벤티,월곡사거리점,서울 성북구 월계로 46 (하월곡동) 1층
3036,서울,벤티,을지로3가점,"서울 중구 마른내로 19 (저동2가), 1층  "
3037,서울,벤티,을지로6가점,서울 중구 을지로6가 23-19  
3038,서울,벤티,응암오거리점,서울 은평구 응암동 589-37 1층 비호
3039,서울,벤티,이화여대포스코관점,"서울 서대문구 대현동 11-1, 이화포스코관  "
3040,서울,벤티,잠실새내역점,"서울 송파구 석촌호수로 84 (잠실동, 내네빌딩)  1층 101호"
3041,서울,벤티,장승배기역점,서울 동작구 상도로 180 (상도동) 1층
3042,서울,벤티,장안벤처빌점,"서울 동대문구 장한로 85 (장안동, 장안현대벤처빌) 107호"
3043,서울,벤티,장한평역점,서울 동대문구 장한로6길 4 (장안동) 1층 103호
3044,서울,벤티,정릉중앙점,"서울 성북구 서경로 77 (정릉동, 스마트빌) 1층 101호"
3045,서울,벤티,종로학원가점,서울 종로구 종로16길 11 (관수동)  
3046,서울,벤티,종암사거리점,서울 성북구 종암로 124 (종암동) 1층
3047,서울,벤티,중계은행사거리점,"서울 노원구 한글비석로 264 (중계동, 중계그랜드프라자) 1층 111호"
3048,서울,벤티,중랑구청점,"서울 중랑구 신내로 82 (신내동, 금강프라자) 1층 104호"
3049,서울,벤티,중앙대점,서울 동작구 흑석로 90 (흑석동)  
3050,서울,벤티,중화중앙점,서울 중랑구 동일로 774 (중화동) 1층 102호
3051,서울,벤티,창동역점,서울 도봉구 마들로11길 73 (창동) 1층 101호
3052,서울,벤티,창동점,서울 도봉구 창동 743-28  
3053,서울,벤티,천호로데오점,서울 강동구 천호동 412-3  
3054,서울,벤티,하계점,"서울 노원구 노원로 248 (하계동, 삼정 이오니아) 107호"
3055,서울,벤티,항동SKV1점,서울 구로구 부광로 88 (항동) 지하1층 BB015-B호
3056,서울,벤티,혜화로점,서울 종로구 혜화로 20 (혜화동) 1층
3057,서울,벤티,홍대점,서울 마포구 어울마당로 113 (동교동) 1층
3058,서울,벤티,화곡역점,"서울 강서구 화곡로 158 (화곡동, 세림빌딩) 1층"
3059,서울,벤티,회기사거리점,서울 동대문구 이문로 28 (휘경동) 1층
3060,서울,빽다방,419사거리점,서울 강북구 수유동 279-84
3061,서울,빽다방,KBS본관점,서울특별시 영등포구 의사당대로 38
3062,서울,빽다방,가락시장역점,서울시 송파구 송파대로28길 27
3063,서울,빽다방,가산AP타워점,서울 금천구 가산동 673(가산디지털1로 16) 가산skv1ap타워 105호
3064,서울,빽다방,가산SKV1점,"서울특별시 금천구 가산디지털1로 171, skv1센터 102호"
3065,서울,빽다방,가산그레이트점,서울 금천구 가산동 60-5 갑을그레이트밸리 105호
3066,서울,빽다방,가산대륭점,서울시 금천구 벚꽃로 298 107-2호
3067,서울,빽다방,가산두산위브점,"서울특별시 금천구 가산로 99, 두산위브아파트 상가동"
3068,서울,빽다방,가산로데오점,서울 금천구 가산동 60-51(디지털로 200) 가산IT타워 1층
3069,서울,빽다방,가오리역점,서울특별시 강북구 수유동 339-6
3070,서울,빽다방,가좌역점,"서울 서대문구 수색로2길 39 (남가좌동, DMC금호리첸시아) 1층 106호"
3071,서울,빽다방,강남소망점,서울시 강남구 언주로159길 3
3072,서울,빽다방,강남역CGV점,서울특별시 강남구 테헤란로1길 48
3073,서울,빽다방,강남역월드점,서울시 서초구 서초대로77길 37
3074,서울,빽다방,강남역지하도점,서울시 강남구 강남대로 396 강남역 지하 쇼핑센터 E-36
3075,서울,빽다방,강남역태극당점,서울시 강남구 테헤란로4길 46
3076,서울,빽다방,강남포스코센터점,서울시 강남구 삼성로85길 11
3077,서울,빽다방,강동구청점,서울특별시 강동구 성내동 319-27
3078,서울,빽다방,강동역헤르셔점,"서울시 강동구 천호대로 1089, 신동아파밀리에 B16호"
3079,서울,빽다방,강변역점,서울특별시 광진구 강변역로4길 10
3080,서울,빽다방,강북구청점,서울시 강북구 도봉로87길 48
3081,서울,빽다방,강서구청점,"서울특별시 강서구 화곡로 318-1, 1층"
3082,서울,빽다방,강서블루나인점,"서울특별시 강서구 양천로 583 (염창동,우림블루나인비즈니스센터) 지하1층"
3083,서울,빽다방,개롱역점,서울 송파구 가락동 166-2 에스케이허브파크 113호
3084,서울,빽다방,개봉역북부점,서울특별시 구로구 경인로40길 41(개봉동 181-6)
3085,서울,빽다방,개봉역점,서울시 구로구 개봉동 203-7
3086,서울,빽다방,거여역점,서울특별시 송파구 거여동 27-5 1층
3087,서울,빽다방,건대동문회관점,서울특별시 광진구 아차산로36길 5
3088,서울,빽다방,건대로데오점,"서울시 광진구 아차산로 220, 노유송천빌딩 1층"
3089,서울,빽다방,건대역화양점,"서울특별시 광진구 아차산로 29길 29-1, 1층"
3090,서울,빽다방,경복궁역점,"서울특별시 종로구 사직로 127 (적선동), 1층~3층"
3091,서울,빽다방,고대구로병원점,서울 구로구 구로동 730-60(구로동로 138)
3092,서울,빽다방,고덕역점,서울 강동구 동남로75길 13-7
3093,서울,빽다방,고속터미널역점,서울특별시 서초구 신반포로 177 반포쇼핑타운 1층 16호
3094,서울,빽다방,고속터미널지하점,서울시 서초구 신반포로 188 고속터미널 지하 5호매장
3095,서울,빽다방,공덕역롯데캐슬점,"서울특별시 마포구 마포대로 109, 롯데캐슬 지하1층 104-1호"
3096,서울,빽다방,공덕역새창로점,서울시 마포구 새창로 151-
3097,서울,빽다방,공릉역점,서울특별시 노원구 공릉동 395-8
3098,서울,빽다방,공존점,"서울 구로구 새말로 97 (구로동, 신도림테크노마트) 34층"
3099,서울,빽다방,관악구청점,"서울시 관악구 관악로 155, 1층"
3100,서울,빽다방,광운대점,"서울특별시 노원구 광운로 43, 로얄포토빌딩 1층"
3101,서울,빽다방,구로KT점,서울특별시 관악구 신림동 1668-15
3102,서울,빽다방,구로디지털역점,"서울시 구로구 디지털로32길 79, 1층"
3103,서울,빽다방,구로로제리움점,"서울시 구로구 가마산로26길 5, 로제리움2차 104호"
3104,서울,빽다방,구로시장점,"서울시 구로구 구로동로26길 125, 1~2층"
3105,서울,빽다방,구로이앤씨6차점,"서울특별시 구로구 디지털로31길 41 (구로동, 이앤씨벤처드림타워6차), 1층 108호"
3106,서울,빽다방,구로코오롱점,"서울특별시 구로구 디지털로30길 31, 코오롱빌란트2차 109호"
3107,서울,빽다방,구산역점,서울특별시 은평구 연서로 129 (구산동 1-15)
3108,서울,빽다방,구의역점,서울 광진구 아차산로 380
3109,서울,빽다방,구의중앙점,서울시 광진구 구의로6
3110,서울,빽다방,구일역점,"서울특별시 구로구 구일로 8길 56, 구일프라자 1층 102호(구로동)"
3111,서울,빽다방,구파발역미켈란점,서울시 은평구 진관동 87-3 웅신미켈란의아침 101호
3112,서울,빽다방,구파발역점,서울특별시 은평구  진관2로 15-46 메트로 프라자 1층 110호
3113,서울,빽다방,굽은다리역점,서울시 강동구 명일동 346-1
3114,서울,빽다방,금천정훈단지점,"서울 금천구 독산로 211 (독산동, 세진아파트) 1층 101호"
3115,서울,빽다방,금호금남시장점,서울특별시 성동구 금호동 4가 567
3116,서울,빽다방,길음롯데클라시아점,서울 성북구 길음동 508-16 롯데캐슬클라시아 상가동 117호
3117,서울,빽다방,길음역점,"서울시 성북구 동소문로 248, 삼부상가 110호"
3118,서울,빽다방,까치산역점,"서울시 강서구 강서로 48, 1층"
3119,서울,빽다방,낙성대역점,서울시 관악구 봉천동 1686-11
3120,서울,빽다방,난곡세이브점,서울 관악구 신림동 726-7( 난곡로 217) 1
3121,서울,빽다방,남대문시장점,서울시 중구 퇴계로 37
3122,서울,빽다방,노량진학원점,"서울시 동작구 만양로 94-2, 1층"
3123,서울,빽다방,노원문화의거리점,서울특별시 노원구 노해로79길 6-19
3124,서울,빽다방,노원역북부점,"서울특별시 노원구 상계로3길 21, 101호"
3125,서울,빽다방,노원역우리은행점,"서울시 노원구 노해로 482, 덕영빌딩 102"
3126,서울,빽다방,논현영동시장점,서울 강남구 논현동 164-11(강남대로 506) 1층 109호
3127,서울,빽다방,답십리사거리점,서울특별시 동대문구 답십리동 243-2 (전농로 97-1)
3128,서울,빽다방,당산역점,"서울시 영등포구 양평로 28-1, 1층"
3129,서울,빽다방,대림역점,서울시 영등포구 도림로 144
3130,서울,빽다방,대치동학원가점,서울 강남구 대치동 941번지 1층
3131,서울,빽다방,도봉구민회관점,서울특별시 도봉구 도봉로 551
3132,서울,빽다방,독산롯데점,"서울특별시 금천구 시흥대로 399, 시티렉스 102"
3133,서울,빽다방,돈암아리랑점,서울특별시 성북구 아리랑로 75
3134,서울,빽다방,돈암점,서울특별시 성북구 동선동4가 98-2
3135,서울,빽다방,동대문역점,"서울특별시 종로구 종로 289, 1층(창신동)"
3136,서울,빽다방,동묘역점,서울시 종로구 종로334
3137,서울,빽다방,동양미래대점,"서울특별시 구로구 고척동 76-181, 1층 101호"
3138,서울,빽다방,동여의도점,서울시 영등포구 국제금융로 86 롯데캐슬아이비 상가 1층 124호
3139,서울,빽다방,동작남성점,서울특별시 동작구 사당로17길 3
3140,서울,빽다방,둔촌동역점,"서울시 강동구 양재대로 1339, 삼오빌딩 102호"
3141,서울,빽다방,등촌성당점,"서울시 강서구 공항대로 41길 51, 1층 101호, 102호"
3142,서울,빽다방,등촌성당점,"서울특별시 강서구 공항대로41길 51, 세신그린코아 101호"
3143,서울,빽다방,등촌역점,"서울시 양천구 공항대로 564, 1층"
3144,서울,빽다방,뚝섬상원길점,서울 성동구 상원길 50
3145,서울,빽다방,뚝섬역점,서울특별시 성동구 성수동1가 14-51
3146,서울,빽다방,마곡나루역북부점,"서울특별시 강서구 마곡중앙5로 1길 20, 1층"
3147,서울,빽다방,마곡리더스타워점,서울 강서구 마곡동 800-5(공항대로 228) 리더스타워 1층 111호
3148,서울,빽다방,마곡수명산점,"서울 강서구 내발산동 750-12 (웨스턴빌딩 1층, 103호)"
3149,서울,빽다방,마곡역GMG점,강서구 마곡중앙6로 16 마곡지엠지타워 1층
3150,서울,빽다방,마곡역로뎀타워점,"서울특별시 강서구 마곡동 799-1, 로뎀타워1층 127호"
3151,서울,빽다방,마곡역류마타워점,서울특별시 강서구 마곡동 798-2(공항대로 164) 류마타워 105호
3152,서울,빽다방,마포경찰서점,서울시 마포구 아현동 618-8 (마포대로 179)
3153,서울,빽다방,마포복사꽃공원점,서울 마포구 마포대로4길 16
3154,서울,빽다방,마포시민공원점,서울 마포구 망원동 419-3(망원로 19)참존아파트상가 105호
3155,서울,빽다방,망우역사거리점,"서울특별시 중랑구 망우동 479, 한일씨너스빌리젠시 1단지"
3156,서울,빽다방,망원시장점,서울특별시 마포구 월드컵로13길 34
3157,서울,빽다방,먹골역점,서울특별시 중랑구 묵동 174-4번지
3158,서울,빽다방,면목역점,"서울시 중랑구 겸재로 178, 1층"
3159,서울,빽다방,명동중앙우체국점,"서울시 중구 남대문로 58-1, 1층"
3160,서울,빽다방,명일역점,"서울시 강동구 구천면로 418, 1층"
3161,서울,빽다방,명지대점,서울특별시 서대문구 거북골로 19
3162,서울,빽다방,목동41타워점,"서울시 양천구 목동동로 293, 1층 1-10호(목동, 현대41타워)"
3163,서울,빽다방,목동41타워점,"서울시 양천구 목동동로 293, 현대41타워 1층 제1-10호"
3164,서울,빽다방,목동8단지점,서울 양천구 신정동 318-5 1층
3165,서울,빽다방,목동역점,"서울시 양천구 오목로 231번지, 1층"
3166,서울,빽다방,목동파리공원점,서울 양천구 목동서로 65 (목동가든스위트)
3167,서울,빽다방,문정법조현대점,"서울특별시 송파구 법원로11길 11, 문정현대지식산업센터1-1 A동 125호"
3168,서울,빽다방,문정역점,서울 송파구 문정동 643-1(법원로 114)
3169,서울,빽다방,미아역점,서울특별시 강북구 도봉로 190 비전빌딩
3170,서울,빽다방,반포고투몰2호점,"서울특별시 서초구 신반포로 지하200, 강남터미널 지하쇼핑몰 T-012호"
3171,서울,빽다방,반포고투몰점,"서울시 서초구 신반포로 지하 200, 강남터미널 지하쇼핑몰 G-018호"
3172,서울,빽다방,발산역플레이스점,서울특별시 강서구 강서로 395. 플레이스 H 108호
3173,서울,빽다방,방이시장점,서울 송파구 백제고분로48길 6
3174,서울,빽다방,방이역코오롱점,"서울시 송파구 마천로 25, 1층"
3175,서울,빽다방,방학역점,서울특별시 도봉구 도봉로 153길 20
3176,서울,빽다방,방화사거리점,"서울시 강서구 금낭화로 91-2, 대승프라자 1층"
3177,서울,빽다방,번동초교점,서울 강북구 번동 310-4 1층
3178,서울,빽다방,보광점,서울특별시 용산구 보광로 47 1층 (보광동)
3179,서울,빽다방,보라매타운점,서울특별시 동작구 보라매로 5가길 7
3180,서울,빽다방,봉천역점,서울시 관악구 남부순환로 1729(봉천동 926-36)
3181,서울,빽다방,봉화산역점,서울특별시 중랑구 신내로 211
3182,서울,빽다방,부산지사동점,부산광역시 강서구 과학산단2로 20번길 6 (지사동 1196-2)
3183,서울,빽다방,북서울꿈의숲점,서울특별시 성북구 돌곶이로 220 코오롱하늘채아파트 상가 104동 106호
3184,서울,빽다방,불광역점,서울 은평구 통일로 738-1
3185,서울,빽다방,빽다방 빵연구소 신사사거리점,서울시 서초구 강남대로 605
3186,서울,빽다방,빽다방 빵연구소 연세대SK국제학사점,신촌동 134 (연세로 50) 연세대학교 신촌캠퍼스 sk국제학사 지하2층
3187,서울,빽다방,사가정역점,서울특별시 중랑구 면목로 330-1 1층
3188,서울,빽다방,삼양동사거리점,서울특별시 강북구 삼양로 169 (미아동)
3189,서울,빽다방,삼양시장점,서울 강북구 미아동 867-118
3190,서울,빽다방,상계보람점,서울 노원구 상계동 456-129
3191,서울,빽다방,상계역점,서울특별시 노원구 중계동 606 1층 105호
3192,서울,빽다방,상도e편한점,서울특별시 동작구 만양로6 이편한세상 상도노빌리티 1층 106호
3193,서울,빽다방,상봉역점,"서울특별시 중랑구 상봉동 113-4, 102호"
3194,서울,빽다방,상암KGIT점,"서울특별시 마포구 월드컵북로 402, KGIT센터 105"
3195,서울,빽다방,상왕십리역점,서울 성동구 하왕십리동 946-16
3196,서울,빽다방,서대문경희궁점,"서울 종로구 경교장길 35 (평동, 경희궁자이 3단지) 1층 3135호"
3197,서울,빽다방,서울과기대점,"서울시 노원구 공릉로 217, 1층"
3198,서울,빽다방,서울교대점,"서울특별시 서초구 서초중앙로22길 25, 서초리시온 109호"
3199,서울,빽다방,서울대메트로빌점,"서울특별시 관악구 남부순환로 1811 (봉천동, 신원메트로빌) 1층"
3200,서울,빽다방,서울숲역점,서울 성동구 왕십리로 100
3201,서울,빽다방,서일대점,"서울 중랑구 용마산로 388(면목동, 성호유치원) 1층"
3202,서울,빽다방,서초역점,"서울시 서초구 서초대로 240, 동일하이빌 110호"
3203,서울,빽다방,서초우성점,"서울시 서초구 사임당로 181, 대일빌딩 101"
3204,서울,빽다방,석계중앙점,서울 성북구 한천로78길 63
3205,서울,빽다방,석촌고분역점,서울특별시 송파구 삼전동 101-9 (백제고분로 257)
3206,서울,빽다방,석촌역점,서울 송파구 송파동 19-8  1층
3207,서울,빽다방,선릉역1호점,서울특별시 강남구 테헤란로51길 10 정다운빌딩 102호
3208,서울,빽다방,선릉중앙점,"서울시 강남구 선릉로86길 8, 1층"
3209,서울,빽다방,선유도역점,서울시 영등포구 양평동4가 114-1
3210,서울,빽다방,선정릉역점,"서울특별시 강남구 선릉로 567, 1층 일부호(역삼동)"
3211,서울,빽다방,성수뚝도점,서울특별시 성동구 성수동2가 339-23
3212,서울,빽다방,성수역롯데캐슬점,"서울시 성동구 성수이로 113, 1층"
3213,서울,빽다방,성신여대입구역점,"서울특별시 성북구 동소문로20나길 3, 1층"
3214,서울,빽다방,세종대후문점,서울특별시 광진구 군자로 108
3215,서울,빽다방,송정역점,서울특별시 강서구 공항동 45-39(공항대로 23)
3216,서울,빽다방,송파사거리점,서울시 송파구 가락로 113 금도빌딩 1층
3217,서울,빽다방,송파역점,"서울특별시 송파구 송파대로 366, 1층"
3218,서울,빽다방,송파하비오점,"서울시 송파구 문정동 618 파크하비오 204동 117,118호"
3219,서울,빽다방,수락산역점,"서울특별시 노원구 상계동 1258, 오피앙상가 103호"
3220,서울,빽다방,수서역점,"서울시 강남구 밤고개로1길 10, 수서현대벤처빌 109호"
3221,서울,빽다방,수유시장점,서울 강북구 도봉로67길 8
3222,서울,빽다방,수유역점,서울특별시 강북구 번동 418-3 (도봉로 352)
3223,서울,빽다방,숙대입구역점,서울 용산구 갈월동 90-10
3224,서울,빽다방,숭실대점,서울특별시 동작구 상도동 501(사당로 10) 지하1층
3225,서울,빽다방,신논현역점,"서울시 서초구 사평대로 367, 1층"
3226,서울,빽다방,신당역점,서울특별시 중구 퇴계로 423 (황학동)
3227,서울,빽다방,신대방삼거리점,서울특별시 동작구 국사봉1길 28
3228,서울,빽다방,신대방역점,서울시 관악구 난곡로 363
3229,서울,빽다방,신림난곡점,서울 관악구 난곡로 178
3230,서울,빽다방,신림대학점,"서울 관악구 신림로23길 21 (신림동, 웰탑스터디독서실) 1층"
3231,서울,빽다방,신림역1호점,서울 관악구 신림동 1639-8 1층
3232,서울,빽다방,신림역2호점,서울시 관악구 신림동 1641-12
3233,서울,빽다방,신설동역1호점,서울특별시 동대문구 왕산로 20
3234,서울,빽다방,신용산해링턴점,서울 용산구 서빙고로 17(한강로3가) 해링턴스퀘어 판매시설동 1층 9호
3235,서울,빽다방,신정네거리역점,서울시 양천구 중앙로 276 1층
3236,서울,빽다방,신촌역점,"서울시 서대문구 연세로2길 6, 1층"
3237,서울,빽다방,쌍문세라믹점,서울특별시 도봉구 도당로 10
3238,서울,빽다방,쌍문역점,서울특별시 도봉구 도봉로 479
3239,서울,빽다방,아차산점,"서울시 광진구 천호대로129길 17, 1층"
3240,서울,빽다방,안국역점,서울 종로구 율곡로 63 (재동) 1층
3241,서울,빽다방,안암역점,"서울시 성북구 인촌로 99-7, 1층"
3242,서울,빽다방,암사역점,서울특별시 강동구 올림픽로 770
3243,서울,빽다방,압구정로데오점,"서울특별시 강남구 선릉로161길 25, 1층"
3244,서울,빽다방,압구정역점,강남구 신사동 압구정로 156
3245,서울,빽다방,약수역점,서울특별시 중구 다산로 131
3246,서울,빽다방,양재시민의숲역점,서울시 서초구 마방로2길 94
3247,서울,빽다방,양재역점,"서울시 강남구 남부순환로 2615, 극동스타클래스 104호"
3248,서울,빽다방,양평중흥S클래스점,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS) 1층 106호"
3249,서울,빽다방,여의도시범상가점,"서울특별시 영등포구 63로 45, 시범상가 7동 13호"
3250,서울,빽다방,역삼역GS점,"서울시 강남구 봉은사로30길 73, 1층"
3251,서울,빽다방,역삼테헤란로점,"서울시 강남구 테헤란로10길 25, 1층"
3252,서울,빽다방,연신내사거리점,서울특별시 은평구 통일로 840
3253,서울,빽다방,연신내역점,"서울시 은평구 연서로29길 6, 1층"
3254,서울,빽다방,연희삼거리점,서울특별시 서대문구 연희동 135-5(연희로 118)
3255,서울,빽다방,영등포구청역점,서울시 영등포구 당산로 113 (당산동3가 378)
3256,서울,빽다방,영등포시장역점,서울 영등포구 국회대로50길 20 포레나영등포센트럴 상가동 117호
3257,서울,빽다방,영등포신세계점,서울시 영등포구 영중로 5
3258,서울,빽다방,오금역점,"서울시 송파구 오금로 306, 가락스타클래스 111호"
3259,서울,빽다방,오류동역남부점,서울 구로구 오류동 148-2
3260,서울,빽다방,올림픽북단점,서울 광진구 구의동 199-8
3261,서울,빽다방,왕십리역점,"서울시 성동구 왕십리로 320-1, 한일빌딩 103"
3262,서울,빽다방,용답로데오점,서울특별시 성동구 용답중앙15길 18
3263,서울,빽다방,용마산역점,서울시 중랑구 면목로 27길 4 (면목동 372-21)
3264,서울,빽다방,용산국방부점,서울특별시 용산구 이태원로 4길 14
3265,서울,빽다방,용산문배점,서울시 용산구 백범로 90길 74
3266,서울,빽다방,우장산역점,"서울시 강서구 강서로 245, 1층"
3267,서울,빽다방,원효용문시장점,서울특별시 용산구 새창로 132
3268,서울,빽다방,월계인덕대점,"서울 노원구 월계로 334, 102호"
3269,서울,빽다방,월곡두산위브점,서울시 성북구 오패산로 46
3270,서울,빽다방,월곡래미안점,"서울 성북구 오패산로 98 ,1층 빽다방"
3271,서울,빽다방,월곡역점,"서울시 성북구 화랑로 91, 1층"
3272,서울,빽다방,은평초교점,"서울시 은평구 은평로 235, 1층"
3273,서울,빽다방,을지로입구역점,"서울시 중구 남대문로9길 10, 1층"
3274,서울,빽다방,응암대림시장점,서울 은평구 응암로 169
3275,서울,빽다방,응암역이마트점,"서울시 은평구 은평로 101, 1층"
3276,서울,빽다방,응암역점,"서울특별시 은평구 은평로 56, 1층(신사동, 안건빌딩)"
3277,서울,빽다방,이태원경리단길점,서울 용산구 회나무로13길 5
3278,서울,빽다방,이태원점,"서울시 용산구 보광로59길 37, 1층"
3279,서울,빽다방,잠실레이크팰리스점,서울 송파구 석촌호수로 144
3280,서울,빽다방,잠실신천점,"서울시 송파구 백제고분로7길 45, 1층"
3281,서울,빽다방,잠실역지하도점,서울시 송파구 올림픽로 265 잠실역지하쇼핑센터 B-12호
3282,서울,빽다방,잠실장미상가점,"서울시 송파구 올림픽로35길 104, 잠미종합상가 A상가 110호"
3283,서울,빽다방,장안뉴시티점,"서울 동대문구 장한로 105 (장안동, 장안 NEW CITY) 1층"
3284,서울,빽다방,장안동사거리점,서울 동대문구 장한로 140
3285,서울,빽다방,장안현대홈타운점,"서울 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운) 1층 109호"
3286,서울,빽다방,장위뉴타운점,서울 성북구 장월로 140
3287,서울,빽다방,장한평역점,"서울시 동대문구 천호대로85길 7, 1층"
3288,서울,빽다방,정릉뉴타운점,서울특별시 성북구 길음로9길 50 지2층8호 (길음동 1286외2필지 길음뉴타운 상가동 208호)
3289,서울,빽다방,정릉시장점,"서울특별시 성북구 보국문로 50, 1층"
3290,서울,빽다방,종로관철점,"서울시 종로구 종로10길 21,1층"
3291,서울,빽다방,종로두산위브점,서울 종로구 수송동 58
3292,서울,빽다방,종로숭인1호점,"서울시 종로구 종로 387, 1층"
3293,서울,빽다방,종암사거리점,"서울시 성북구 종암로 132, 우림카이저팰리스 상가 111호"
3294,서울,빽다방,중계씨앤미점,서울특별시 노원구 중계동 509-1
3295,서울,빽다방,중계은행사거리점,"서울시 노원구 한글비석로 235, 1층"
3296,서울,빽다방,중곡시장점,서울특별시 광진구 중곡동 192-5(서울 광진구 면목로 145)
3297,서울,빽다방,중랑역동부시장점,"서울시 중랑구 망우로32길 14, 1층"
3298,서울,빽다방,중화역점,"서울특별시 중랑구 봉화산로 39, 1층 101호"
3299,서울,빽다방,창동역서부점,서울 도봉구 노해로63다길 10
3300,서울,빽다방,창동역점,"서울 도봉구 마들로11길 57, 102호"
3301,서울,빽다방,천왕역점,"서울시 구로구 오리로 1149, 랑데르 1층"
3302,서울,빽다방,천호역로데오점,"서울시 강동구 올림픽로70길 57, 1층"
3303,서울,빽다방,천호역롯데점,"서울시 강동구 천호옛길 94, 1층"
3304,서울,빽다방,천호힐데스하임점,"서울 강동구 올림픽로 78길 30 (천호동 437-5) 힐데스하임천호 근생 8, 9호"
3305,서울,빽다방,청량리역점,"서울시 동대문구 왕산로 209, 1층"
3306,서울,빽다방,총신대입구역점,"서울시 서초구 동작대로 128, 1층"
